T_ax,T_ay,T_az,T_gx,T_gy,T_gz,T_mx,T_my,T_mz,RA_ax,RA_ay,RA_az,RA_gx,RA_gy,RA_gz,RA_mx,RA_my,RA_mz,LA_ax,LA_ay,LA_az,LA_gx,LA_gy,LA_gz,LA_mx,LA_my,LA_mz,RL_ax,RL_ay,RL_az,RL_gx,RL_gy,RL_gz,RL_mx,RL_my,RL_mz,LL_ax,LL_ay,LL_az,LL_gx,LL_gy,LL_gz,LL_mx,LL_my,LL_mz,action,id
2.2014,0.068964,0.78479,-0.056154,0.36148,-0.12305,-0.61945,0.49399,-0.25959,-0.37019,0.78967,-0.73752,1.297,-0.26181,0.52549,-0.4362,-0.41653,-0.54449,-0.56128,-1.942,0.024571,-0.48736,0.63226,0.71345,-0.61641,0.18239,0.40957,-2.2126,3.1135,0.22377,0.69814,0.002834,0.42944,0.48547,-0.045919,0.49634,-1.3813,-8.7086,-0.67742,0.13035,-0.00419,-0.27979,0.47059,0.049211,-0.46265,jump,13
4.2015,-0.13116,2.3582,-0.11621,0.049974,-0.052208,-0.60974,0.49196,-0.26082,1.1724,7.4938,-0.29885,1.4973,0.01888,0.63413,-0.44168,-0.42149,-0.51878,2.615,-4.0415,0.072573,-0.84884,0.68094,0.68822,-0.6167,0.18533,0.40389,-6.5448,3.2558,-5.6413,-0.31657,0.5713,0.78176,0.46476,-0.0544,0.5067,-6.6128,-9.9064,-1.5311,1.1233,0.30326,-1.2356,0.45039,0.042411,-0.47287,jump,14
11.296,-0.34788,5.2759,-0.10806,-0.12702,-0.20381,-0.59876,0.48929,-0.25846,4.0278,21.305,0.92891,0.32327,-0.3464,0.36951,-0.44426,-0.41927,-0.50089,13.363,-7.1185,1.091,-0.10858,0.89645,0.09167,-0.61906,0.18422,0.39225,-32.636,22.317,3.4485,-0.6419,0.85135,1.5089,0.43287,-0.093525,0.52287,-25.429,-1.1298,0.52063,1.3445,0.29023,-1.9915,0.44308,0.028441,-0.47217,jump,15
29.385,1.7168,12.232,-0.095817,-1.8423,-0.38937,-0.60637,0.47715,-0.23905,6.9578,20.571,8.5556,1.0601,-0.63111,0.54927,-0.46631,-0.41363,-0.47511,27.772,-6.1162,-3.5443,-0.083459,1.2361,-0.76181,-0.63031,0.17442,0.37052,-16.627,-15.462,5.312,-0.75422,0.73591,1.7047,0.4095,-0.13918,0.52934,-17.569,13.585,-0.83108,-0.95968,-0.071712,-0.75506,0.4312,0.028102,-0.47807,jump,16
24.52,0.27665,11.581,0.14087,0.3907,-0.05995,-0.61732,0.47047,-0.21601,5.8695,30.929,11.627,1.5901,0.59992,-0.37555,-0.46525,-0.44351,-0.44895,22.194,-4.7732,2.0936,-1.3151,-0.16848,-0.88247,-0.64085,0.13754,0.36748,-24.841,-6.8041,0.62029,2.7019,-0.14258,-0.45154,0.4059,-0.10633,0.53922,-21.957,7.175,-3.3881,-1.6031,-0.11643,0.26326,0.42678,0.063573,-0.47686,jump,17
23.469,1.2822,10.498,0.53213,0.3598,0.15856,-0.61521,0.47002,-0.23472,1.0209,24.943,4.4026,-1.2713,0.5564,-0.38786,-0.444,-0.44168,-0.46654,22.239,-8.8415,6.2898,1.4091,-0.77969,-1.176,-0.63304,0.11231,0.3837,-22.064,0.8094,-5.7554,0.65657,-1.3424,-0.94158,0.42213,-0.06765,0.53323,-21.594,1.7032,-5.0703,-0.17805,-0.25442,0.88115,0.42507,0.079065,-0.47896,jump,18
14.541,1.7318,4.8812,0.12513,1.3905,0.2117,-0.61206,0.47255,-0.26173,1.6631,14.052,3.302,-1.5816,0.23691,-0.33862,-0.43825,-0.43047,-0.50074,13.93,-7.0315,2.367,2.8037,-0.32562,-1.3823,-0.63783,0.12062,0.37941,-16.013,6.7886,-2.0235,-1.4373,0.027019,-1.2989,0.44116,-0.069585,0.52255,-16.298,-4.8088,-2.1443,0.20091,-0.056113,1.6528,0.44481,0.063461,-0.47345,jump,19
6.9402,0.49971,2.1443,-0.41433,1.0094,0.043861,-0.6091,0.47871,-0.287,2.6272,3.7965,1.0858,-0.44844,0.090334,-0.55632,-0.43521,-0.43051,-0.51681,5.4997,-2.9755,1.2762,0.34501,-0.75299,-0.6496,-0.64178,0.12023,0.38149,-7.5232,1.9778,1.3189,-1.0218,-0.28292,-1.1654,0.46949,-0.066923,0.50456,-7.1841,-4.6756,3.128,0.25718,0.28383,1.053,0.46625,0.036102,-0.46551,jump,20
-0.47837,0.24282,-0.26413,-0.3429,0.18958,0.088569,-0.60472,0.48765,-0.30841,1.3464,-0.39062,-1.374,-0.5102,-0.18964,-0.32875,-0.42445,-0.44651,-0.52612,1.6757,-2.6406,1.3347,-0.52505,-0.65443,0.28826,-0.63248,0.11618,0.39985,-0.62084,0.83167,-1.4826,-0.018088,-0.043481,-0.52011,0.49842,-0.041905,0.48934,-3.6635,-4.4657,2.4783,-0.77379,0.21001,0.34886,0.49181,0.026881,-0.44943,jump,21
-4.8414,0.21129,-2.1629,-0.32746,-0.55714,0.14325,-0.61088,0.4926,-0.29439,0.42707,-3.7687,-2.2117,-0.34785,-0.25016,-0.01628,-0.42932,-0.44581,-0.52903,-1.188,-3.926,1.7293,-0.31634,-0.61089,0.80697,-0.62404,0.12418,0.41629,2.2052,6.6664,-0.35165,0.35228,-0.3072,-0.040751,0.50698,-0.030969,0.48733,2.4546,-10.097,2.447,-0.41233,-0.66856,-0.04665,0.4919,0.038934,-0.45342,jump,22
-4.4982,-0.19531,-3.0807,-0.1757,-0.38785,0.021414,-0.61965,0.49836,-0.26576,-0.89578,-3.0399,-1.9856,0.10761,-0.12106,0.19483,-0.44125,-0.43807,-0.52826,-1.6973,-2.464,1.6717,0.93587,-0.32938,1.0068,-0.61559,0.14832,0.42314,1.3136,2.8226,-0.41041,-0.002916,0.14085,0.069242,0.50217,-0.045408,0.4874,1.0945,-1.9361,-0.90124,-0.92043,-0.32479,-0.26175,0.4829,0.051197,-0.46162,jump,23
0.18696,-0.5509,0.49686,0.076945,0.50144,-0.13373,-0.61659,0.49482,-0.27202,-0.37078,-2.0797,-1.0131,0.64304,0.12971,0.55302,-0.45357,-0.43697,-0.53329,-1.752,-1.3155,0.58487,-0.18191,-0.026922,1.2394,-0.60676,0.18175,0.42492,-0.88432,-0.21804,1.7698,0.72683,-0.098479,-0.06341,0.49782,-0.03555,0.49077,-0.39183,-0.54761,1.3935,-0.41415,-0.047604,-0.046134,0.47623,0.068356,-0.46135,jump,24
1.3323,-0.44633,1.7001,0.028404,-0.097996,-0.1201,-0.60906,0.49116,-0.27578,0.6035,2.9728,0.031857,1.3934,0.32899,0.36472,-0.43969,-0.44147,-0.50978,-0.92374,-2.224,-0.12761,-0.8341,-0.049623,1.426,-0.59283,0.19955,0.43199,-1.3159,-0.13509,-0.55007,0.46641,0.485,0.46823,0.48615,-0.030069,0.495,-0.75188,-0.34855,0.49142,-0.36823,0.11556,-0.45475,0.46334,0.081083,-0.46578,jump,25
3.5102,0.009607,1.8912,0.011411,-0.030936,-0.11926,-0.60148,0.48689,-0.27613,0.78123,8.2556,1.5931,0.26972,0.27592,0.080167,-0.42914,-0.44483,-0.49918,0.96206,-3.1964,-0.67136,-0.50873,-0.015018,1.2785,-0.56961,0.22724,0.44483,-7.7075,7.3274,-8.2204,-1.2485,0.24527,0.30191,0.46788,-0.04263,0.50869,-6.2248,-7.7216,-7.2867,1.9324,0.74223,-0.26,0.44524,0.083645,-0.47503,jump,26
17.147,0.27085,9.2865,-0.043298,-0.067489,-0.19588,-0.59331,0.48273,-0.27577,3.9507,18.589,5.5873,-0.57575,-0.39134,0.88326,-0.4301,-0.4171,-0.50472,12.865,-5.9557,0.055859,0.29084,0.33707,-0.78868,-0.56429,0.22519,0.44719,-20.11,3.3211,1.7849,-0.56339,-0.2358,2.067,0.44097,-0.085499,0.51857,-24.691,0.39574,1.2395,1.8799,-0.68019,-1.5004,0.43299,0.042711,-0.48219,jump,27
35.059,-2.3525,6.8011,-2.0412,-1.8206,0.27197,-0.60042,0.48465,-0.23656,9.3594,36.435,9.0851,0.72106,-0.3733,-0.11265,-0.43881,-0.42151,-0.48064,31.181,-8.9218,-6.8913,-0.25154,2.1651,-1.427,-0.58492,0.19478,0.43545,-14.866,-17.458,-0.053129,0.23536,0.82632,0.86196,0.41444,-0.13337,0.53262,-24.863,15.731,-2.3083,0.3551,1.1962,-0.79729,0.43632,0.028391,-0.47441,jump,28
19.923,-3.5607,13.275,0.23861,0.37026,0.42495,-0.5928,0.49762,-0.22817,3.2378,17.293,10.764,-1.6655,0.33855,-0.56321,-0.42388,-0.40473,-0.50592,22.527,-3.0047,2.0434,-1.6404,-0.22478,-0.69988,-0.59803,0.14709,0.42662,-27.423,-5.3291,-1.1891,2.7524,-0.65195,-0.40097,0.42028,-0.074165,0.54023,-23.043,8.7278,2.6646,-3.3763,-0.76436,0.98557,0.43498,0.074845,-0.47318,jump,29
20.713,-0.4168,12.921,1.672,0.47083,0.35915,-0.58302,0.49477,-0.26809,1.2794,21.655,4.3843,-0.17013,0.58214,-0.093979,-0.41779,-0.40874,-0.51965,22.528,-5.6954,5.9436,0.37348,-0.60535,-1.1323,-0.58791,0.12515,0.44363,-19.564,1.7454,-4.7907,-0.35391,-0.44267,-0.94139,0.43875,-0.049945,0.52905,-19.034,-0.53459,-3.0606,-0.31684,-0.24391,0.84796,0.43738,0.095573,-0.47349,jump,30
11.287,0.36783,4.1761,0.12046,0.8436,0.071368,-0.58767,0.49452,-0.2864,1.917,13.491,5.8675,-1.1176,0.37572,-0.31321,-0.41887,-0.40897,-0.53948,12.956,-6.8834,1.159,0.61551,-0.035043,-1.486,-0.60811,0.099804,0.43266,-13.693,2.38,-3.8931,-1.0035,0.003761,-1.7951,0.45318,-0.048349,0.51987,-14.913,-9.2212,-2.6408,0.87848,-0.34938,1.4904,0.45435,0.064613,-0.47181,jump,31
6.8784,-1.7145,1.9951,-0.12488,0.87924,-0.011815,-0.58568,0.4963,-0.30472,2.2833,5.5903,2.6522,-1.1856,0.47069,-0.79697,-0.40824,-0.40374,-0.56439,6.4702,-6.2412,-1.3564,0.21141,0.005297,-1.035,-0.61944,0.082681,0.42673,-7.2009,5.1085,-0.86913,-1.1894,-0.071611,-1.0928,0.47513,-0.042953,0.50437,-6.3676,-2.9122,-0.18569,0.10843,0.49622,0.9503,0.47725,0.032958,-0.45944,jump,32
1.4837,-0.54662,0.52911,0.32381,0.056268,0.070196,-0.58702,0.4948,-0.32697,1.0381,-2.533,-1.5704,-0.71197,0.45021,-0.83977,-0.38821,-0.40085,-0.59215,0.24904,-5.5522,0.14124,0.66547,-0.004443,-0.24136,-0.62365,0.076844,0.4263,-2.9103,2.8871,1.6882,-0.82582,-0.034885,-0.31827,0.48622,-0.047004,0.50051,-1.8664,-4.9074,2.4776,-0.10031,0.020581,0.23389,0.49862,0.027209,-0.44841,jump,33
-2.2057,0.21531,-1.0385,0.42599,-0.28754,-0.025276,-0.59458,0.49178,-0.33393,-0.029947,-3.717,-1.3733,0.34481,0.24271,-0.42044,-0.37649,-0.41465,-0.59556,-2.0849,-3.3391,0.70795,1.2018,-0.1053,0.71242,-0.62507,0.10223,0.42346,-0.39462,3.6214,2.4959,-1.4666,-0.21557,-0.11476,0.49598,-0.066413,0.49222,1.7409,-7.5656,3.7044,0.37761,-0.52197,-0.12697,0.49962,0.015625,-0.45152,jump,34
-3.3264,0.84965,-1.7891,0.18479,-0.38518,-0.047201,-0.60146,0.48657,-0.32844,-0.15045,-2.551,-1.3299,0.76454,0.3312,0.25695,-0.36666,-0.42702,-0.5902,-1.9882,-1.2066,0.14418,0.64656,-0.062917,1.0504,-0.62117,0.14099,0.42053,0.24151,4.9416,-0.5243,-0.14568,0.044945,0.38845,0.49828,-0.08144,0.4881,0.67847,-0.16558,-0.33566,-0.98522,0.062015,-0.26974,0.49675,0.028581,-0.45522,jump,35
-1.7906,0.37747,0.19689,0.13642,0.14322,-0.036535,-0.60144,0.48407,-0.32311,0.47417,0.016464,-1.2997,1.3946,0.43193,0.41281,-0.35656,-0.44494,-0.57359,-0.77378,-1.4106,-0.46223,-0.29897,-0.12679,1.2235,-0.6148,0.16944,0.42131,-0.70713,-1.728,0.687,0.20002,0.17344,0.42869,0.48445,-0.093127,0.49787,-0.31854,-1.3688,1.1236,-1.0023,-0.043477,-0.3956,0.49306,0.059771,-0.45216,jump,36
0.46473,-0.29982,0.14243,-0.14383,-0.063342,0.020713,-0.59566,0.48357,-0.32151,0.90562,2.2665,-0.8153,0.97908,0.2667,0.43709,-0.35107,-0.45799,-0.55444,0.073143,-1.9628,-0.92146,-0.53734,-0.16839,1.2851,-0.59915,0.19106,0.43,-0.84996,0.032687,1.0349,0.41995,-0.17805,0.23251,0.47708,-0.095909,0.49806,-0.77664,-5.8222,-0.13642,-0.26654,-0.30417,-0.8447,0.47382,0.083963,-0.46199,jump,37
2.4222,-0.37127,1.1194,-0.024967,-0.52057,0.021258,-0.58984,0.48096,-0.31935,1.1628,4.8765,0.43285,0.83794,-0.13294,0.3921,-0.353,-0.46292,-0.53796,1.3422,-2.8669,-1.3021,-0.3107,-0.17785,1.0401,-0.58067,0.20888,0.44427,-4.0066,5.898,-3.6722,-0.11166,-0.091982,0.8077,0.46825,-0.10144,0.50231,-4.6388,-2.9968,-1.8228,0.31769,0.003662,-0.85513,0.45432,0.10465,-0.46867,jump,38
9.0404,0.33328,2.4949,0.54267,-0.38423,-0.098187,-0.58395,0.47503,-0.31104,0.93101,14.176,2.7099,0.038113,-0.58845,0.71767,-0.36004,-0.45103,-0.52587,8.6249,-4.8984,-1.9584,0.40172,0.24724,-0.43652,-0.56919,0.21321,0.45058,-34.282,16.654,-7.2638,-1.7599,1.6346,1.4112,0.43904,-0.14113,0.51195,-31.881,-7.318,1.3363,1.419,1.2732,-1.1733,0.45085,0.093635,-0.4648,jump,39
29.173,4.6232,15.89,0.85117,-1.9611,-0.13378,-0.58659,0.45571,-0.31032,5.1631,25.45,5.5823,4.1462,-0.33929,0.96671,-0.38568,-0.45542,-0.48832,36.49,-12.449,-4.8961,0.94034,1.2178,-2.1259,-0.58652,0.18544,0.43627,-20.242,-9.9698,5.0833,-1.4281,0.71079,2.2969,0.41258,-0.18907,0.51747,-18.972,7.4158,0.68266,0.0578,0.08615,-1.0378,0.4329,0.093012,-0.47614,jump,40
22.291,-2.3345,13.151,-0.31516,1.0795,0.027435,-0.60854,0.4584,-0.25971,3.529,39.603,5.039,-0.4143,-0.038951,-0.60459,-0.39222,-0.48868,-0.44641,22.945,-8.8163,1.4809,0.95575,0.019349,-1.1676,-0.61065,0.14799,0.41047,-19.941,-17.882,1.3686,2.499,-0.17473,-0.36329,0.39132,-0.20116,0.52675,-21.07,8.9905,-2.4866,-1.6631,-0.13548,0.41025,0.42723,0.12578,-0.47237,jump,41
25.952,-0.79283,9.3389,0.5214,0.65286,0.7657,-0.59586,0.46901,-0.27809,2.3483,17.395,6.8504,-2.1139,0.27735,-0.20707,-0.38167,-0.46063,-0.48773,25.352,1.3821,8.9489,4.3557,-0.90759,0.71004,-0.59729,0.19832,0.41403,-20.806,-3.5705,-4.7048,2.2065,-0.72443,-0.90804,0.41613,-0.12953,0.53083,-22.218,3.7171,-3.342,-0.46733,-0.26228,0.80967,0.43424,0.13702,-0.4667,jump,42
16.94,2.0336,6.1326,0.98111,0.73985,0.19408,-0.59222,0.4648,-0.30884,1.3863,14.313,3.4278,-0.93425,0.50915,-0.02773,-0.37445,-0.45627,-0.51046,14.84,1.0661,3.9441,0.96364,-0.39251,0.33338,-0.59081,0.25505,0.38966,-18.683,10.601,-1.3309,-1.446,-0.53852,-1.4158,0.43996,-0.11495,0.52046,-16.165,-5.9155,-2.0255,0.53573,-0.24764,1.3422,0.4515,0.12287,-0.4617,jump,43
6.3942,1.2117,1.1896,-0.42353,1.3728,-0.1183,-0.58963,0.4678,-0.33356,0.81126,4.4936,0.39006,-0.69456,-0.14017,-0.040024,-0.37988,-0.45086,-0.5275,6.3874,-5.9798,-1.9221,-3.3581,-0.55932,0.9999,-0.58948,0.23716,0.41332,-7.4716,2.6539,-0.6768,-0.99372,-0.68447,-1.2061,0.4675,-0.12366,0.49953,-7.7707,-4.6186,0.4136,0.82478,0.47508,1.083,0.47594,0.086182,-0.45308,jump,44
-0.0809,-0.22442,0.91481,-0.9292,-0.52821,-0.31763,-0.59961,0.47364,-0.32718,1.0528,-2.8308,-1.1561,0.12494,-0.57876,0.27,-0.39626,-0.45493,-0.5265,2.1871,-4.4248,-0.24999,-2.5424,-1.2883,1.2588,-0.56739,0.20952,0.46105,-1.2086,-0.25093,0.35266,-0.19533,0.062752,-0.46655,0.48697,-0.11518,0.48964,-3.0157,-2.4902,2.8383,-0.3158,0.31344,0.47016,0.50156,0.070273,-0.43566,jump,45
-4.619,-0.2999,-2.6197,-0.89144,-0.9427,-0.16686,-0.61776,0.47997,-0.30152,0.33885,-2.3502,-1.2506,-0.36937,-0.65655,0.20957,-0.41175,-0.44134,-0.53468,0.68954,-4.9249,2.3131,1.1246,-1.2332,1.5602,-0.52687,0.25331,0.49525,1.5677,5.8895,0.071601,0.576,-0.26752,0.021193,0.50666,-0.096481,0.4788,3.4194,-10.923,2.2369,-0.030841,-0.46021,-0.16961,0.50923,0.061031,-0.43928,jump,46
-5.0359,-1.286,-1.5995,-0.25405,-0.89023,-0.071395,-0.62965,0.48492,-0.27042,-1.2619,-3.7063,-1.5607,-1.105,-0.41747,0.60946,-0.42364,-0.41228,-0.54375,-0.265,-1.9214,1.1265,3.1264,-0.2282,2.0433,-0.49862,0.34176,0.47744,0.53999,4.8394,-0.90839,0.6239,-0.059329,0.15301,0.51097,-0.091228,0.4766,0.49702,-1.5042,0.31515,-0.90512,-0.23551,-0.19761,0.50412,0.070358,-0.44285,jump,47
-0.06194,-0.24744,-0.78649,0.011439,0.28062,-0.30441,-0.63937,0.48118,-0.2498,-0.030049,-0.95308,-1.3486,-0.00706,-0.11486,0.96542,-0.44259,-0.39507,-0.5332,-0.80662,-0.84754,-0.25737,1.8828,0.046404,2.4964,-0.4731,0.40457,0.45083,-0.56203,-0.76111,0.99652,1.1493,0.047919,0.16426,0.50175,-0.078627,0.48506,-0.82705,-0.88857,1.206,-0.59208,-0.10963,-0.24941,0.49574,0.098593,-0.44365,jump,48
1.8136,0.20399,1.1484,0.096629,0.061619,-0.21824,-0.63489,0.47247,-0.255,0.63699,2.6258,-0.407,0.37573,0.074882,0.86343,-0.44052,-0.37386,-0.52026,-0.42291,-0.42335,0.37922,0.47535,0.14211,2.7583,-0.42533,0.46619,0.43265,-0.30376,0.79724,-0.11804,0.85128,0.18384,0.38604,0.49242,-0.066313,0.49085,-0.79325,-1.8972,-0.95545,-0.28773,0.082029,-0.58083,0.48087,0.11571,-0.4485,jump,49
3.4391,0.33937,1.0869,0.15907,-0.015648,-0.088153,-0.62745,0.46656,-0.25807,1.968,9.8375,1.3403,0.33373,0.14036,0.20293,-0.44692,-0.36708,-0.52139,0.52838,-1.0574,0.5636,-0.61844,0.4546,2.8674,-0.37143,0.50533,0.43521,-4.4262,0.078542,-4.3797,-0.63916,0.56866,0.34692,0.46716,-0.07621,0.50567,-6.5396,-9.3586,-4.4722,2.0023,0.62138,-0.57006,0.47002,0.11737,-0.45278,jump,50
12.52,0.55675,6.3506,0.3701,0.068269,-0.001328,-0.60902,0.45805,-0.28112,6.5789,20.073,6.4657,-1.4564,-0.54887,0.25992,-0.44503,-0.32336,-0.54136,8.6048,-8.9006,-1.6348,-0.70132,1.051,1.4217,-0.32649,0.54676,0.42608,-43.076,18.029,1.9077,-0.51774,0.088394,1.2418,0.44335,-0.11683,0.51716,-25.169,0.93343,1.9352,1.3457,-0.39358,-1.3269,0.45523,0.089775,-0.46096,jump,51
40.546,2.0038,14.422,-0.69777,-2.3272,0.36095,-0.61182,0.45582,-0.25533,13.136,27.787,12.321,0.3949,0.1886,-0.34215,-0.44872,-0.30907,-0.53921,23.545,-16.606,-6.3599,0.42994,1.9458,-0.74334,-0.34259,0.54623,0.40865,-17.81,-14.378,6.8028,-0.87766,0.7507,1.5427,0.4178,-0.16561,0.5206,-22.056,13.139,-8.1106,-0.089375,1.3505,-0.33874,0.45274,0.089757,-0.46184,jump,52
21.094,-0.93769,14.584,-0.11694,0.38658,0.045276,-0.61322,0.46609,-0.23066,6.9674,20.243,13.269,-0.39935,0.53566,-0.5448,-0.42028,-0.32516,-0.54099,17.048,-11.098,0.12072,-2.689,0.69922,-1.3647,-0.38593,0.4924,0.42671,-27.387,-6.046,-0.12203,3.1168,-0.5356,-0.84318,0.41654,-0.1325,0.53299,-21.68,9.738,0.35924,-3.0417,-1.0642,0.6465,0.4454,0.12106,-0.46079,jump,53
21.74,0.11938,8.2981,0.66687,0.52553,0.51794,-0.60834,0.47419,-0.25056,4.0161,21.457,8.0215,-0.70468,0.39601,-0.026888,-0.41505,-0.32894,-0.55373,17.23,-15.025,6.4169,-1.8075,-0.43178,-2.6436,-0.41683,0.41461,0.47249,-20.483,2.4565,-3.5043,0.33067,-0.5892,-1.0251,0.44176,-0.085983,0.52408,-21.253,-2.4846,-2.1769,-0.17266,-0.16372,0.85828,0.45894,0.13073,-0.45084,jump,54
