T_ax,T_ay,T_az,T_gx,T_gy,T_gz,T_mx,T_my,T_mz,RA_ax,RA_ay,RA_az,RA_gx,RA_gy,RA_gz,RA_mx,RA_my,RA_mz,LA_ax,LA_ay,LA_az,LA_gx,LA_gy,LA_gz,LA_mx,LA_my,LA_mz,RL_ax,RL_ay,RL_az,RL_gx,RL_gy,RL_gz,RL_mx,RL_my,RL_mz,LL_ax,LL_ay,LL_az,LL_gx,LL_gy,LL_gz,LL_mx,LL_my,LL_mz,action,id
8.4144,0.56568,5.146,-0.014253,0.01063,-0.005679,-0.6775,-0.54902,-0.11447,8.888,3.414,2.3612,0.003218,-0.002351,-0.011888,-0.58437,-0.53117,0.33405,9.0317,-3.7049,0.94192,-0.004124,-0.004508,-0.004865,-0.58349,-0.072895,-0.47716,-9.6513,-1.744,-0.27183,-0.003862,-0.006758,-0.015808,0.4411,0.34001,-0.5316,-9.7594,0.73517,-0.73953,-0.005449,0.006674,-0.004793,0.40803,-0.038634,0.64169,stand,3011
8.4075,0.6255,5.0195,-0.019682,0.015222,0.002497,-0.67673,-0.548,-0.11484,8.8684,3.3947,2.3561,0.010163,-0.018164,0.000413,-0.58439,-0.53433,0.33309,8.9732,-3.673,0.92826,-0.018281,-0.008378,-0.010201,-0.58317,-0.072285,-0.47568,-9.6438,-1.7441,-0.24917,0.002981,0.007322,-0.002473,0.441,0.33847,-0.53109,-9.7369,0.77993,-0.75397,0.009843,-0.003994,-0.003105,0.40931,-0.039524,0.64109,stand,3012
8.3852,0.59626,4.9669,0.029172,0.003197,0.001697,-0.67852,-0.54839,-0.11372,8.8686,3.3824,2.3925,-0.00222,0.008389,0.004213,-0.58408,-0.53283,0.33435,9.0854,-3.7343,0.94569,-0.034362,0.009631,-0.010157,-0.58266,-0.070652,-0.47545,-9.6437,-1.759,-0.25665,0.003141,-0.003247,-0.010491,0.44123,0.33939,-0.53185,-9.7219,0.75004,-0.76874,0.000889,0.010273,-0.004802,0.40909,-0.039934,0.64345,stand,3013
8.4299,0.61062,4.9897,-0.002412,0.016716,-0.011165,-0.67721,-0.54776,-0.11394,8.8782,3.385,2.3513,0.017532,0.004767,-0.003971,-0.58523,-0.5317,0.33453,8.9563,-3.7725,0.95907,-0.021216,-0.001715,0.002159,-0.58393,-0.070092,-0.4759,-9.6585,-1.7965,-0.27191,0.008323,0.010842,-0.001577,0.44236,0.33821,-0.53141,-9.7668,0.76514,-0.75452,-0.003722,-0.003998,-0.001248,0.40877,-0.039542,0.64265,stand,3014
8.4,0.59608,4.9819,0.000342,0.037535,0.006985,-0.67827,-0.54967,-0.11396,8.9002,3.4237,2.3637,0.011991,-0.002181,0.008496,-0.58742,-0.53018,0.33464,8.9831,-3.7507,0.92732,0.004886,0.008207,-0.009262,-0.58326,-0.070864,-0.47758,-9.659,-1.6991,-0.25702,-0.004045,0.007336,-0.006876,0.43902,0.33932,-0.53261,-9.7369,0.75013,-0.77646,0.002728,0.004833,-0.008454,0.40864,-0.040593,0.64423,stand,3015
8.4371,0.56609,4.9969,0.000344,0.022949,-0.013013,-0.67778,-0.54863,-0.11461,8.8782,3.4044,2.3514,-0.002265,-0.00757,-0.002982,-0.58614,-0.5317,0.33435,9.0221,-3.7388,0.91547,-0.007938,-0.006032,0.007487,-0.58397,-0.070972,-0.47687,-9.6589,-1.7066,-0.25701,0.013698,0.007314,-0.005111,0.43948,0.33926,-0.53129,-9.7668,0.75014,-0.73962,-0.002742,-0.001418,-0.00666,0.40761,-0.039297,0.643,stand,3016
8.4297,0.58096,4.997,0.022911,0.023944,0.007077,-0.67721,-0.54802,-0.11393,8.8709,3.3971,2.3513,0.010341,0.006582,0.000544,-0.5864,-0.53138,0.3319,9.005,-3.7533,0.96436,-0.007725,-0.004487,-0.003115,-0.58399,-0.071222,-0.47723,-9.6438,-1.744,-0.25667,-0.005879,0.00117,-0.004281,0.44094,0.34029,-0.532,-9.7519,0.76512,-0.7692,-0.012686,0.006683,-0.002971,0.40878,-0.040061,0.64266,stand,3017
8.4,0.58126,4.9818,0.016658,0.031902,-0.003913,-0.67584,-0.54837,-0.11547,8.8488,3.3996,2.3366,0.012271,0.008221,-0.013694,-0.58566,-0.53092,0.33385,9.0148,-3.7728,0.94285,-0.015035,-0.007959,0.005703,-0.58448,-0.069297,-0.47707,-9.6436,-1.774,-0.25663,-0.0003,0.005557,-0.014845,0.44137,0.33963,-0.53172,-9.7294,0.75007,-0.76886,-0.013487,0.007423,-0.010209,0.40948,-0.039929,0.64333,stand,3018
8.3999,0.58843,5.0416,-0.001556,0.016867,0.00069,-0.67727,-0.54824,-0.11499,8.8782,3.385,2.3415,-0.002256,-0.009352,-0.004773,-0.58727,-0.53216,0.33238,8.9929,-3.8018,0.96013,-0.000697,0.001172,0.002196,-0.5843,-0.069314,-0.47594,-9.6511,-1.7741,-0.24178,-0.012792,0.014381,-0.012136,0.44082,0.33952,-0.53175,-9.7668,0.79496,-0.73949,0.002692,0.004876,-0.006633,0.40869,-0.039807,0.6433,stand,3019
8.3998,0.58086,5.0494,-0.012362,0.028592,-0.003054,-0.67785,-0.5495,-0.11638,8.888,3.3946,2.3611,0.000302,-0.011015,0.00765,-0.58694,-0.5327,0.33356,9.022,-3.7145,0.94928,0.010902,0.003058,0.001346,-0.5842,-0.071094,-0.47651,-9.6511,-1.7666,-0.24929,-0.006722,0.014378,-0.005076,0.43959,0.33878,-0.53206,-9.7523,0.75701,-0.77518,-0.015189,0.0027,-0.024675,0.40848,-0.038523,0.64315,stand,3020
8.3849,0.58107,5.0269,0.002165,0.028365,-0.012156,-0.67806,-0.54921,-0.11772,8.8391,3.4044,2.356,0.024745,0.013594,-0.003098,-0.58704,-0.53214,0.33188,8.9879,-3.6949,0.94353,0.012018,0.001897,-0.009261,-0.58464,-0.070048,-0.4778,-9.6596,-1.7447,-0.25669,0.012392,0.016024,0.012696,0.44192,0.34003,-0.53364,-9.7374,0.73466,-0.81234,0.006142,0.006897,0.001524,0.40929,-0.040848,0.64296,stand,3021
8.3851,0.61076,5.0122,0.004808,0.021302,-0.00209,-0.67793,-0.54883,-0.11771,8.834,3.4191,2.3269,-0.00054,-0.003949,0.007687,-0.58723,-0.53135,0.3307,9.0148,-3.7606,0.94997,-0.000733,-0.004247,0.003961,-0.585,-0.069273,-0.47759,-9.6521,-1.7448,-0.24153,-0.00162,0.019554,0.003013,0.44251,0.33923,-0.53283,-9.7523,0.73457,-0.76777,-0.006428,0.000431,-0.005717,0.40903,-0.039685,0.64319,stand,3022
8.3924,0.59577,5.042,0.014733,0.016796,0.000681,-0.67721,-0.54912,-0.11663,8.8486,3.4337,2.3173,0.017428,-0.012928,-0.006732,-0.58648,-0.53191,0.33267,9.0342,-3.7486,0.95983,0.003872,-0.0044,-0.003093,-0.58363,-0.06907,-0.47752,-9.637,-1.7746,-0.2562,0.002924,0.014256,-0.001443,0.44224,0.33961,-0.53259,-9.7672,0.74948,-0.73811,-0.006524,-0.000334,0.000616,0.40938,-0.039821,0.64438,stand,3023
8.4,0.66951,5.1097,0.03456,-0.000348,0.000788,-0.67741,-0.5494,-0.11557,8.839,3.4238,2.3463,0.012078,-0.011177,-0.008459,-0.58549,-0.53315,0.33185,8.9929,-3.7678,0.94976,0.013134,0.022525,-0.020704,-0.58386,-0.069574,-0.47715,-9.6446,-1.7672,-0.25636,0.002023,0.030106,0.000435,0.44295,0.33908,-0.53229,-9.7672,0.76447,-0.75301,-0.002789,-0.000504,-0.008439,0.40992,-0.038508,0.64307,stand,3024
8.3847,0.55135,5.0491,-0.021468,0.020619,-0.000299,-0.67605,-0.5502,-0.11472,8.9274,3.3872,2.4002,0.012067,-0.002262,-0.000397,-0.58637,-0.53196,0.33472,8.9928,-3.7387,0.93947,-0.000252,-0.003008,-0.019002,-0.58337,-0.069974,-0.47711,-9.6447,-1.7446,-0.26389,0.002074,0.01778,-0.003177,0.44293,0.3391,-0.53282,-9.7373,0.77185,-0.76742,0.004391,0.000484,-0.004847,0.40962,-0.038248,0.64266,stand,3025
8.4147,0.62492,5.117,0.007482,0.014126,-0.003871,-0.67797,-0.54797,-0.11613,8.8514,3.3897,2.3851,-0.005978,-0.016354,0.00411,-0.58618,-0.5337,0.33323,8.9831,-3.7264,0.92445,0.001428,-0.006489,-0.01371,-0.58389,-0.070458,-0.47774,-9.6448,-1.7296,-0.27891,-0.004958,0.019547,-0.006692,0.44187,0.33871,-0.53208,-9.7822,0.79447,-0.76812,-0.002725,0.012012,-0.01016,0.41018,-0.038246,0.64307,stand,3026
8.3998,0.56625,4.9971,0.026503,0.012174,-0.002934,-0.67635,-0.55094,-0.11552,8.8049,3.3752,2.3726,0.001396,-0.000559,-0.006548,-0.58715,-0.53266,0.33214,9.0368,-3.8069,0.94377,-0.01663,0.00632,-0.003982,-0.58458,-0.070442,-0.47667,-9.6374,-1.7071,-0.27129,-0.013235,-0.002444,0.003747,0.44216,0.33769,-0.53207,-9.7598,0.74944,-0.73798,-0.008178,0.001228,-0.010226,0.4092,-0.038249,0.64226,stand,3027
8.4001,0.62557,4.9826,-0.005213,0.006993,-0.004778,-0.67854,-0.54955,-0.11429,8.8587,3.3801,2.3536,0.019011,-0.01807,0.012786,-0.5862,-0.53306,0.33296,8.9393,-3.8015,0.94954,0.010558,-0.003014,-0.023427,-0.58354,-0.070468,-0.4781,-9.6596,-1.767,-0.31668,-0.00953,0.022203,0.000376,0.44282,0.33795,-0.53256,-9.7373,0.74933,-0.7376,-0.017003,0.01079,-0.022814,0.41046,-0.038375,0.64334,stand,3028
8.4149,0.58847,4.9675,0.00219,0.035585,-0.007627,-0.67645,-0.54905,-0.11474,8.8783,3.455,2.405,0.014577,-0.012793,0.009309,-0.58623,-0.53343,0.33233,8.9686,-3.7724,0.90058,-0.003905,-0.010164,-0.013731,-0.58448,-0.069678,-0.47718,-9.6451,-1.6771,-0.27147,0.011898,0.008964,-0.006754,0.44226,0.33834,-0.53258,-9.7523,0.70446,-0.70063,-0.01268,0.007481,-0.010174,0.41035,-0.039529,0.64153,stand,3029
8.4298,0.58095,4.9676,-0.006804,0.05367,-0.00042,-0.67844,-0.55029,-0.11507,8.9078,3.404,2.422,0.010254,0.001307,0.004083,-0.58623,-0.53305,0.33245,8.9831,-3.7531,0.90536,-0.00076,-0.016893,0.006577,-0.58478,-0.069785,-0.47818,-9.6826,-1.6473,-0.27226,-0.012141,0.014296,-0.004946,0.44333,0.33948,-0.5328,-9.7898,0.7197,-0.73857,-0.000991,-0.009491,-0.010301,0.41042,-0.038112,0.64281,stand,3030
8.4146,0.56596,5.042,0.000247,0.02236,0.007022,-0.67908,-0.54947,-0.11709,8.8687,3.4041,2.4193,0.012312,0.012599,-0.017222,-0.58777,-0.53255,0.33249,8.9855,-3.7483,0.93464,-0.027638,-0.007914,0.010982,-0.58376,-0.069193,-0.47753,-9.6597,-1.7297,-0.27171,-0.008617,0.005478,-0.00326,0.4412,0.33833,-0.53185,-9.7523,0.73454,-0.76031,-0.015346,-0.007872,-0.015699,0.41016,-0.038244,0.64281,stand,3031
8.3698,0.55144,5.0565,0.003959,0.0357,0.001494,-0.68076,-0.54922,-0.11636,8.8172,3.38,2.3825,0.000528,-0.000587,-0.010094,-0.58713,-0.53312,0.3347,9.0076,-3.8358,0.9365,-0.027423,-0.004537,0.001272,-0.58452,-0.068142,-0.47797,-9.6597,-1.7298,-0.2492,-0.00257,-0.003327,0.003739,0.44333,0.33885,-0.53305,-9.7373,0.74181,-0.72268,-0.008153,-0.006023,-0.013902,0.41016,-0.038114,0.64281,stand,3032
8.3998,0.58089,5.042,-0.005153,0.017726,-0.007558,-0.67861,-0.54868,-0.11814,8.844,3.397,2.3706,0.010235,0.001332,0.007626,-0.58738,-0.53267,0.33251,9.0076,-3.848,0.92693,-0.01482,-0.002748,-0.00401,-0.58436,-0.068028,-0.47722,-9.6447,-1.7446,-0.27139,-0.018173,0.021322,-0.011978,0.44391,0.33931,-0.53199,-9.7673,0.73454,-0.73815,0.00442,0.004936,-0.00661,0.41078,-0.037471,0.64425,stand,3033
8.3848,0.56626,5.0269,0.002077,0.02684,0.008825,-0.67837,-0.54752,-0.11867,8.844,3.4116,2.3658,0.004979,-0.004116,-0.010141,-0.58766,-0.53285,0.32969,9.0123,-3.7533,0.93025,0.00812,-0.005896,0.007501,-0.58563,-0.067976,-0.47778,-9.6373,-1.7296,-0.27876,-0.001727,0.008985,0.007352,0.44472,0.33768,-0.53273,-9.7523,0.73454,-0.76031,-0.004582,-0.005929,-0.010286,0.41165,-0.03835,0.64168,stand,3034
8.3772,0.55873,5.0715,-0.006036,0.021295,-0.0094,-0.67784,-0.5488,-0.11864,8.8489,3.4285,2.378,0.010377,0.004745,-0.006578,-0.58751,-0.53369,0.33226,9.0099,-3.7703,0.92562,-0.007065,0.01035,0.007515,-0.58508,-0.067878,-0.47676,-9.66,-1.6698,-0.24177,-0.002318,0.008991,-0.007633,0.44421,0.33866,-0.53172,-9.7523,0.73439,-0.71549,-0.013626,-0.004154,-0.009347,0.41116,-0.037595,0.64401,stand,3035
8.4072,0.56602,5.0419,0.009401,0.031082,-0.006684,-0.67766,-0.54985,-0.1177,8.8685,3.4235,2.4024,0.006531,-0.016352,0.005793,-0.58875,-0.53352,0.33066,9.0075,-3.8019,0.94569,-0.000769,0.001259,0.005733,-0.58414,-0.066505,-0.47774,-9.6447,-1.7371,-0.2714,-0.011285,0.003713,-0.003275,0.44391,0.33943,-0.53186,-9.7523,0.73449,-0.74537,0.000778,-0.014836,-0.008549,0.41013,-0.038371,0.64242,stand,3036
8.37,0.58854,5.0418,0.021152,0.030155,-0.002107,-0.67807,-0.55163,-0.11797,8.8564,3.3896,2.3925,0.024656,-0.002348,-0.006737,-0.58827,-0.53344,0.33248,9.0027,-3.8091,0.94574,0.018788,-0.001212,0.009281,-0.58465,-0.066992,-0.478,-9.6445,-1.7895,-0.28635,0.001029,0.005461,0.003786,0.44208,0.33901,-0.53337,-9.7374,0.70452,-0.73772,-0.010145,0.003266,0.002447,0.41075,-0.038375,0.64375,stand,3037
8.3699,0.63989,5.169,0.021915,-0.000381,-0.009262,-0.67767,-0.54946,-0.11797,8.8539,3.3897,2.39,0.014088,0.013512,-0.01368,-0.58761,-0.53561,0.33242,8.9978,-3.7629,0.92531,0.011791,0.0031,0.00222,-0.58561,-0.066198,-0.47746,-9.6595,-1.7673,-0.24916,0.008461,0.023057,-0.010202,0.44417,0.34045,-0.53198,-9.7748,0.71958,-0.72337,0.008038,-0.007671,-0.010317,0.41106,-0.037844,0.64257,stand,3038
8.3772,0.56596,5.1163,-0.014188,0.021353,-0.010321,-0.6775,-0.54948,-0.11716,8.8783,3.4164,2.383,0.011316,0.012718,-0.004762,-0.58622,-0.53502,0.32993,8.9977,-3.7484,0.92994,-0.012929,0.000752,-0.010177,-0.58508,-0.06788,-0.47664,-9.6449,-1.7146,-0.27143,-0.006375,0.00548,0.016155,0.44363,0.33794,-0.53265,-9.7372,0.77926,-0.75246,0.002553,0.006824,-0.001182,0.41212,-0.037965,0.64273,stand,3039
8.3774,0.62522,5.1167,0.009185,-0.001935,0.003493,-0.67838,-0.54962,-0.1164,8.8538,3.4236,2.3805,0.01471,-0.011137,-0.003142,-0.58615,-0.5348,0.33121,8.9783,-3.7798,0.92286,-0.007718,-0.011725,-0.002256,-0.58403,-0.066505,-0.47811,-9.6524,-1.7071,-0.28659,0.005525,0.003698,0.000262,0.44334,0.33922,-0.53267,-9.7523,0.73447,-0.73789,0.006097,-0.00567,0.000544,0.41077,-0.036937,0.64241,stand,3040
8.3698,0.55144,5.0565,0.02381,0.015751,-0.005689,-0.678,-0.55077,-0.11664,8.7902,3.4042,2.3824,-0.005707,-0.00418,-0.017177,-0.58576,-0.53708,0.33102,9.0295,-3.8286,0.92693,-0.003924,0.004361,-0.01369,-0.58451,-0.067254,-0.47774,-9.6749,-1.6847,-0.27206,-0.001335,0.00019,-0.012111,0.44471,0.33894,-0.5326,-9.7373,0.73442,-0.74511,-0.013633,0.003069,-0.006592,0.41116,-0.037725,0.64401,stand,3041
8.3851,0.61814,5.0197,-0.019623,0.021405,-0.007595,-0.67853,-0.55166,-0.11679,8.8293,3.4333,2.3852,0.002976,-0.012817,0.005835,-0.58541,-0.53484,0.33304,8.9393,-3.7578,0.92433,0.00148,-0.011976,-0.015503,-0.5853,-0.067344,-0.47865,-9.6596,-1.7596,-0.27918,0.006435,0.008981,0.000288,0.44416,0.33795,-0.53314,-9.7373,0.71199,-0.7377,-0.011648,0.006402,-0.019237,0.41114,-0.036687,0.64399,stand,3042
8.3699,0.55162,5.0117,0.007534,0.026724,0.003359,-0.67769,-0.55054,-0.11584,8.8392,3.3897,2.3899,-0.000498,-0.007574,-0.001226,-0.58381,-0.53658,0.33162,8.9856,-3.7969,0.92571,-0.007594,-0.005521,-0.008425,-0.58492,-0.067233,-0.47838,-9.645,-1.6846,-0.27897,0.01025,0.015124,-0.012007,0.44387,0.3391,-0.53303,-9.7599,0.67475,-0.73818,-0.002756,0.003041,-0.010224,0.41137,-0.036033,0.64359,stand,3043
8.4144,0.55097,5.0867,0.007606,0.031945,-0.011247,-0.679,-0.55174,-0.11813,8.8345,3.4016,2.4337,0.011118,-0.011148,-0.003117,-0.58633,-0.53534,0.33249,8.9978,-3.7604,0.89593,-0.008582,0.009116,-0.004856,-0.58455,-0.067501,-0.47848,-9.6526,-1.6696,-0.28664,-0.014966,0.005486,0.002045,0.44359,0.33761,-0.53382,-9.7673,0.71213,-0.73821,0.005415,0.002999,-0.013861,0.40987,-0.036185,0.64459,stand,3044
8.3997,0.58812,5.0868,0.022099,0.035475,-0.007595,-0.67884,-0.54997,-0.11761,8.8835,3.3991,2.4486,0.010282,0.003932,0.002314,-0.58376,-0.53597,0.33264,9.0051,-3.78,0.95994,-0.002995,-0.006587,-0.015481,-0.58513,-0.067358,-0.47777,-9.6597,-1.7297,-0.25671,0.001964,-0.008617,-0.00071,0.44468,0.33721,-0.5339,-9.7897,0.74948,-0.70861,-0.010022,-0.000527,-0.008411,0.41162,-0.036288,0.64334,stand,3045
8.3103,0.58155,5.0562,0.013052,0.042795,0.001471,-0.6776,-0.54994,-0.11915,8.8293,3.4284,2.39,0.018249,0.003131,0.012907,-0.58591,-0.53593,0.33073,8.993,-3.8115,0.92363,-0.019938,0.011449,-0.016352,-0.58473,-0.067482,-0.47973,-9.6596,-1.7448,-0.24168,0.008514,0.00369,-0.014744,0.44354,0.33815,-0.53486,-9.7373,0.74954,-0.79736,-0.015522,0.003213,0.000648,0.41269,-0.03628,0.64364,stand,3046
8.3252,0.58143,5.0563,-0.003361,0.025057,0.006998,-0.67858,-0.55125,-0.11759,8.8146,3.4309,2.3754,0.014744,-0.004059,-0.001332,-0.58663,-0.53532,0.3317,8.9834,-3.8842,0.91742,0.019391,0.008076,-0.018973,-0.58623,-0.066917,-0.47982,-9.6448,-1.7222,-0.24141,-0.007587,0.01603,-0.009361,0.4441,0.338,-0.53444,-9.7372,0.77926,-0.75246,-0.002809,0.00042,-0.006638,0.412,-0.038499,0.64457,stand,3047
8.4147,0.61022,5.087,0.011076,0.016025,0.007068,-0.67807,-0.55099,-0.11797,8.8291,3.448,2.3561,0.037014,-0.009306,0.007353,-0.586,-0.53417,0.33172,9.0026,-3.7532,0.92521,0.022768,-0.006226,-0.010149,-0.58404,-0.067777,-0.4782,-9.6596,-1.7447,-0.25669,0.000661,0.008977,-0.020885,0.44404,0.33769,-0.53289,-9.7673,0.73459,-0.75309,-0.004765,0.00335,0.00516,0.41117,-0.036042,0.6445,stand,3048
8.3552,0.61094,5.0269,0.005643,0.008768,-0.000213,-0.6787,-0.55125,-0.11746,8.8414,3.4431,2.3659,0.014646,-0.024423,-0.006769,-0.58658,-0.53472,0.33285,8.9977,-3.7411,0.94448,-0.017397,-0.01018,-0.009321,-0.58481,-0.069525,-0.47868,-9.66,-1.6847,-0.27176,0.003134,0.014261,-0.012013,0.44371,0.33863,-0.53395,-9.7898,0.68988,-0.75359,-0.010268,-0.005533,0.009648,0.4119,-0.038115,0.64508,stand,3049
8.3924,0.61046,5.072,-0.003346,0.017722,-0.007554,-0.67764,-0.55126,-0.11742,8.849,3.4284,2.4047,0.017273,-0.016371,0.005702,-0.5858,-0.53497,0.33302,8.9685,-3.7507,0.93443,-0.00303,-0.006523,-0.013722,-0.58491,-0.069397,-0.47832,-9.6527,-1.6397,-0.26416,0.001291,0.00722,-0.010288,0.44424,0.33888,-0.53418,-9.7598,0.71951,-0.72312,-0.006513,-0.003959,-0.001219,0.41071,-0.037867,0.64504,stand,3050
8.37,0.61058,5.0867,0.00572,0.015794,-0.013007,-0.67873,-0.54919,-0.11801,8.881,3.4136,2.4438,0.010207,-0.012905,-0.003109,-0.58545,-0.53539,0.32985,8.9953,-3.7581,0.93252,-0.014841,0.012698,-0.004857,-0.58478,-0.068512,-0.47822,-9.6746,-1.7298,-0.257,0.004583,-0.00333,0.001975,0.44481,0.33885,-0.53364,-9.7524,0.68965,-0.73802,0.002665,0.004851,-0.01023,0.41114,-0.036557,0.64399,stand,3051
8.3697,0.59542,5.1761,-0.001646,-0.001987,-0.007464,-0.67876,-0.5502,-0.11853,8.8686,3.4138,2.4145,0.010215,-0.004003,0.004049,-0.58495,-0.53577,0.33436,8.9929,-3.8091,0.95537,-0.020103,0.004372,-0.008419,-0.58532,-0.068102,-0.47912,-9.6598,-1.7221,-0.27922,-0.013082,0.016047,-0.001421,0.44429,0.33758,-0.5334,-9.7673,0.71965,-0.75313,0.0043,-0.003879,0.000567,0.41027,-0.037348,0.6445,stand,3052
8.3844,0.56558,5.1984,-0.019764,-1.40E-05,-0.003848,-0.67883,-0.54947,-0.11735,8.8685,3.4357,2.3903,0.001362,-0.002302,-0.005648,-0.58561,-0.53468,0.33175,9.0027,-3.8043,0.94566,0.0086,0.00079,-0.015455,-0.58457,-0.06775,-0.47897,-9.6447,-1.7297,-0.2414,0.002232,0.016016,-0.011126,0.44371,0.33787,-0.5342,-9.7673,0.73464,-0.76803,0.002482,0.006945,0.004261,0.41046,-0.037338,0.64346,stand,3053
