T_ax,T_ay,T_az,T_gx,T_gy,T_gz,T_mx,T_my,T_mz,RA_ax,RA_ay,RA_az,RA_gx,RA_gy,RA_gz,RA_mx,RA_my,RA_mz,LA_ax,LA_ay,LA_az,LA_gx,LA_gy,LA_gz,LA_mx,LA_my,LA_mz,RL_ax,RL_ay,RL_az,RL_gx,RL_gy,RL_gz,RL_mx,RL_my,RL_mz,LL_ax,LL_ay,LL_az,LL_gx,LL_gy,LL_gz,LL_mx,LL_my,LL_mz,action,id
8.1605,1.0496,5.3773,-0.012963,0.017953,-0.012616,-0.78646,-0.070042,0.15707,0.72073,5.644,8.0006,0.009289,0.00453,0.002395,-0.57397,-0.5618,-0.21668,3.4169,-8.361,3.8484,0.003665,-0.010952,-0.010298,-0.64857,0.341,0.073513,-3.5235,9.0662,-0.9255,0.000657,0.008853,0.010229,0.72971,-0.2534,-0.03646,-2.8076,-9.1042,2.6085,0.004337,-0.001413,-0.011608,0.73997,0.29994,-0.05735,sit,2261
8.1306,1.0204,5.3396,0.001632,0.043022,-0.005414,-0.78596,-0.068679,0.15908,0.71806,5.6515,7.9471,-0.006803,0.001879,-0.001045,-0.56661,-0.55955,-0.21217,3.4437,-8.3441,3.7996,-0.010729,-2.40E-05,-0.004983,-0.64862,0.3428,0.074967,-3.531,9.0587,-0.92564,0.004722,0.003556,-0.013634,0.73084,-0.25053,-0.034708,-2.8524,-9.0742,2.6377,0.001459,0.00243,0.001107,0.7387,0.30044,-0.056472,sit,2262
8.1157,1.0278,5.3693,-0.002114,0.023404,0.000138,-0.78657,-0.070697,0.15747,0.75738,5.6247,7.9716,0.016584,0.001742,-0.013683,-0.5681,-0.55882,-0.21083,3.4487,-8.3855,3.8493,-0.010544,0.010631,-0.01468,-0.64846,0.34216,0.073235,-3.5535,9.0812,-0.94112,-0.002803,-0.013138,0.003902,0.73,-0.25215,-0.035662,-2.815,-9.0894,2.6383,-0.007378,0.007506,-0.011517,0.73972,0.30072,-0.056974,sit,2263
8.1306,1.0277,5.3694,0.005111,0.016129,-0.00438,-0.78706,-0.069229,0.15583,0.71311,5.6733,7.9496,0.005748,-0.001719,-0.0065,-0.56727,-0.55968,-0.21233,3.434,-8.3733,3.8733,-0.01437,-0.009066,-0.00148,-0.64794,0.34214,0.073513,-3.5311,9.0663,-0.95566,9.60E-05,0.015889,-0.003842,0.73007,-0.25272,-0.034214,-2.8225,-9.0893,2.6307,-0.005644,-0.00858,-0.009816,0.73884,0.30241,-0.055973,sit,2264
8.1454,1.0201,5.3844,0.001477,0.010725,-0.008919,-0.78651,-0.070342,0.15867,0.70847,5.6392,7.9908,0.017302,-0.008785,-0.003081,-0.57113,-0.56159,-0.21445,3.4194,-8.3659,3.8436,-0.007078,-0.009178,-0.00854,-0.64707,0.34082,0.073219,-3.531,9.0587,-0.92564,0.00277,0.013246,-0.004742,0.73121,-0.25264,-0.036654,-2.8076,-9.1042,2.6085,-0.007391,0.000336,-0.011568,0.74134,0.3006,-0.056655,sit,2265
8.1156,1.0203,5.3917,0.007936,0.035795,-0.007197,-0.78582,-0.068618,0.15668,0.70838,5.6514,7.9762,0.002023,-0.010482,0.002373,-0.57061,-0.56081,-0.21431,3.4047,-8.3512,3.848,-0.015129,0.003494,-0.008526,-0.64867,0.34139,0.074,-3.5459,9.0661,-0.91094,0.004402,-0.000829,0.000457,0.72974,-0.25343,-0.035671,-2.7925,-9.0744,2.6163,-0.009209,-0.003261,-0.011595,0.73888,0.30137,-0.057411,sit,2266
8.1006,1.0277,5.4364,-0.007521,0.02881,-0.001715,-0.78634,-0.068874,0.15679,0.70843,5.6127,7.9615,0.020757,-0.013988,0.008418,-0.56779,-0.55917,-0.21224,3.4438,-8.3854,3.8541,0.001049,0.000747,-0.013805,-0.64812,0.34175,0.075023,-3.5312,9.0813,-0.95568,0.013447,0.016752,-0.004714,0.73164,-0.25204,-0.035848,-2.7851,-9.1043,2.6088,-0.002099,0.00774,-0.000688,0.73918,0.30177,-0.056878,sit,2267
8.1305,1.0275,5.4217,-0.006597,0.019634,-0.018088,-0.78715,-0.07067,0.15664,0.69355,5.7047,7.9764,0.017165,-0.015774,0.005781,-0.56693,-0.5592,-0.21076,3.4242,-8.3368,3.8554,-0.014157,-0.003874,-0.012066,-0.6483,0.34125,0.073897,-3.5235,9.0587,-0.92549,-0.013254,0.011503,-0.003873,0.7303,-0.25383,-0.035644,-2.8076,-9.0893,2.6085,-0.002022,0.001326,-0.007957,0.73933,0.30058,-0.056852,sit,2268
8.1082,1.0278,5.3917,0.004129,0.01183,0.009316,-0.7874,-0.069257,0.15702,0.72061,5.6345,7.9617,0.009231,0.009056,0.013977,-0.56752,-0.55942,-0.21222,3.4438,-8.3903,3.8444,-0.010748,0.011794,-0.004964,-0.64752,0.34238,0.074408,-3.546,9.0662,-0.94095,-0.014959,0.007992,-0.007426,0.73028,-0.25229,-0.035517,-2.8225,-9.1043,2.6381,0.00685,0.009685,0.004748,0.74036,0.30138,-0.057099,sit,2269
8.1306,1.035,5.3919,0.012347,0.019752,0.002,-0.78789,-0.070952,0.15782,0.73273,5.666,7.9546,0.018219,0.000112,0.002301,-0.57104,-0.56041,-0.21499,3.4242,-8.3611,3.8582,-0.00724,-0.003542,-0.001462,-0.64807,0.34124,0.073407,-3.5385,9.0662,-0.9333,0.004435,-0.007876,-0.001359,0.7294,-0.2521,-0.036741,-2.8225,-9.0818,2.6232,-0.00581,0.000677,0.004717,0.73971,0.30033,-0.0571,sit,2270
8.1306,1.0277,5.3769,-0.00665,0.017994,-0.005315,-0.7867,-0.069149,0.15758,0.71814,5.649,7.9666,0.020064,-0.005293,-0.008418,-0.56919,-0.55989,-0.21438,3.4145,-8.3513,3.8384,-0.007175,-0.007242,-0.00412,-0.64763,0.34147,0.074679,-3.546,9.0661,-0.92595,-0.002635,-0.004343,-0.003099,0.73029,-0.25153,-0.035125,-2.8075,-9.0819,2.6309,-0.003871,-0.003127,-0.006173,0.73768,0.30267,-0.057208,sit,2271
8.138,1.0202,5.3694,0.006883,0.008959,-0.003434,-0.78751,-0.069395,0.15742,0.70345,5.6587,7.9714,0.00214,0.003643,0.000669,-0.56862,-0.55966,-0.21331,3.4243,-8.3756,3.8487,-0.007165,6.00E-06,-0.004989,-0.6478,0.34136,0.07392,-3.546,9.0812,-0.93347,0.013639,0.009713,-0.014468,0.73112,-0.25129,-0.034955,-2.815,-9.0743,2.6084,-0.005706,-0.006678,-0.004381,0.73794,0.30163,-0.057579,sit,2272
8.1305,1.0349,5.4292,0.010563,0.023313,-0.001664,-0.78646,-0.069525,0.15706,0.70097,5.6587,7.9641,0.011036,0.00191,0.005921,-0.56872,-0.55942,-0.21267,3.4194,-8.3707,3.8461,0.001557,0.009407,0.003872,-0.64825,0.34188,0.074887,-3.531,9.0662,-0.92565,-0.009919,0.006227,0.005798,0.73068,-0.25279,-0.036022,-2.815,-9.0893,2.6084,-0.002128,-0.001214,-0.000734,0.74041,0.3019,-0.056444,sit,2273
8.1305,1.0496,5.4442,-0.003914,0.0179,-0.012603,-0.78682,-0.06935,0.15544,0.71321,5.649,7.9568,0.005667,0.007263,0.01044,-0.56807,-0.56006,-0.21289,3.4194,-8.3756,3.8633,-0.010732,-0.003662,-0.005002,-0.64811,0.34084,0.075175,-3.531,9.0663,-0.94065,-0.009768,0.002701,-0.001286,0.73236,-0.2527,-0.03555,-2.815,-9.0818,2.6233,-0.000247,0.013077,-0.003357,0.73932,0.30085,-0.05699,sit,2274
8.1303,1.0199,5.4664,0.005165,0.02961,-0.003521,-0.78674,-0.071582,0.1568,0.71324,5.649,7.9665,0.006528,-0.00695,0.002355,-0.56938,-0.56109,-0.2132,3.4194,-8.3489,3.8384,0.005124,0.008529,0.003876,-0.64868,0.34139,0.073874,-3.5235,9.0587,-0.91799,0.000802,0.015011,0.004094,0.72882,-0.2527,-0.037685,-2.8225,-9.0743,2.6232,0.001613,0.011201,-0.007894,0.74027,0.30125,-0.056569,sit,2275
8.1159,1.0648,5.3696,-0.001962,0.043857,-0.012717,-0.78683,-0.069601,0.15517,0.72797,5.6393,7.969,0.014611,-0.006982,-0.000378,-0.56839,-0.56003,-0.21394,3.4437,-8.3466,3.8387,-0.01077,-0.003622,-0.003225,-0.64706,0.34146,0.073452,-3.5459,9.0587,-0.93344,1.10E-05,0.002696,-0.001286,0.73074,-0.25208,-0.034446,-2.8075,-9.0894,2.6309,-0.007535,-0.004859,-0.002558,0.73856,0.3011,-0.056355,sit,2276
8.1082,1.0499,5.4216,0.02317,0.014349,0.005686,-0.78743,-0.071306,0.15637,0.70338,5.6805,7.969,0.021787,0.003665,0.005845,-0.56909,-0.55943,-0.21244,3.4365,-8.4243,3.8571,-0.008808,-0.003813,-0.011182,-0.6475,0.34198,0.074797,-3.546,9.0661,-0.92595,-0.00979,0.003589,-0.000397,0.72912,-0.25298,-0.037145,-2.815,-9.0743,2.6159,0.001361,-0.00462,0.007374,0.74089,0.30177,-0.055365,sit,2277
8.1454,1.0348,5.4218,-0.003921,0.01884,-0.008959,-0.78623,-0.070285,0.15641,0.70355,5.6634,8.0006,0.02093,-0.003504,-0.004858,-0.56885,-0.55993,-0.21293,3.4121,-8.3707,3.8631,0.007253,-0.012764,-0.011184,-0.64692,0.34223,0.073815,-3.5311,9.0737,-0.92566,-0.006007,0.014134,-0.010028,0.72823,-0.25316,-0.03548,-2.8225,-9.0893,2.6232,-0.014728,0.020288,0.001253,0.74002,0.30229,-0.056198,sit,2278
8.1306,1.0203,5.3769,-0.003915,0.021559,-0.005327,-0.78558,-0.068994,0.15615,0.71564,5.6732,7.9715,-0.001469,0.000116,0.000684,-0.53836,-0.54836,-0.18422,3.4193,-8.3245,3.8184,-0.007255,0.0092,-0.001433,-0.6485,0.34137,0.075014,-3.5458,9.0511,-0.91092,0.000904,0.007977,-0.00125,0.72986,-0.25062,-0.035147,-2.8375,-9.0743,2.6305,-0.002116,-0.003038,-0.002546,0.73916,0.30124,-0.057267,sit,2279
8.0933,1.0205,5.384,-0.002081,0.034228,0.005561,-0.78644,-0.069473,0.15505,0.72059,5.6248,7.9519,0.014732,-0.000865,-0.008353,-0.57329,-0.55969,-0.21344,3.4291,-8.3756,3.8439,-0.010778,0.005478,-0.003214,-0.64828,0.34098,0.074282,-3.5461,9.0812,-0.94097,-0.005138,0.022943,-0.0082,0.72895,-0.25206,-0.037681,-2.8225,-9.0743,2.6158,0.001528,-0.001272,-0.004359,0.73874,0.30096,-0.055817,sit,2280
8.108,1.0202,5.4364,-0.005725,0.021559,-0.007153,-0.78748,-0.069731,0.15542,0.70823,5.6636,7.9471,0.002147,0.007207,0.003356,-0.57289,-0.55821,-0.21526,3.4243,-8.3854,3.8733,-0.005398,0.009113,-0.004969,-0.64747,0.34094,0.07533,-3.5309,9.0512,-0.91813,0.017116,-0.004381,-0.011924,0.73047,-0.2536,-0.034849,-2.8375,-9.0817,2.623,-0.014812,0.000612,0.002937,0.73807,0.30176,-0.057577,sit,2281
8.0931,1.0202,5.4586,0.00158,0.026772,-0.016286,-0.78641,-0.070259,0.15546,0.69125,5.6393,7.9688,0.019114,-0.004353,-0.001297,-0.57644,-0.56001,-0.21659,3.4145,-8.3756,3.8584,0.016176,0.000932,-0.012028,-0.64698,0.34147,0.072703,-3.516,9.0588,-0.92534,-0.00063,0.014999,-0.01179,0.73054,-0.25329,-0.03629,-2.7926,-9.0894,2.6162,-0.002167,0.006041,0.003827,0.73994,0.30151,-0.05738,sit,2282
8.1154,0.99797,5.4214,0.008787,0.033235,0.002848,-0.78726,-0.069195,0.15462,0.6887,5.6781,7.9689,0.009195,-0.008726,0.002323,-0.5758,-0.56026,-0.21668,3.4048,-8.3707,3.863,-0.008613,-0.004051,-0.020901,-0.64669,0.34171,0.073465,-3.516,9.0587,-0.91033,0.000902,0.007962,-0.001249,0.73058,-0.25282,-0.03524,-2.7926,-9.0818,2.5938,0.00439,-0.001491,-0.015235,0.7402,0.30217,-0.057384,sit,2283
8.1005,1.0349,5.4886,0.016181,0.060927,-0.001818,-0.78662,-0.068413,0.1541,0.69142,5.5956,7.9807,0.025458,0.003571,-0.003091,-0.57547,-0.5592,-0.21772,3.4096,-8.3561,3.8482,0.003753,0.005287,-0.015566,-0.64777,0.342,0.074405,-3.5161,9.0588,-0.94034,0.007216,0.011472,-0.004755,0.73007,-0.25171,-0.033691,-2.7851,-9.082,2.6238,-0.010172,-0.006778,-0.008001,0.73883,0.30177,-0.058083,sit,2284
8.1453,1.0199,5.4366,0.007118,0.059205,-0.00091,-0.78737,-0.069655,0.15247,0.70093,5.7264,8.0008,0.01292,0.002681,-0.006529,-0.56788,-0.55719,-0.20891,3.4145,-8.3416,3.8382,-0.000855,0.003612,-0.008506,-0.64762,0.34098,0.072433,-3.531,9.0588,-0.95565,-0.002574,0.013252,-0.003862,0.7304,-0.2529,-0.036298,-2.8076,-9.1118,2.6234,0.005033,0.004298,0.004709,0.73867,0.30189,-0.056499,sit,2285
8.1307,1.0204,5.3321,0.027114,0.068859,-0.003667,-0.78892,-0.069345,0.15107,0.73787,5.6005,7.9713,0.007413,-0.009601,0.002331,-0.56759,-0.55675,-0.21058,3.4047,-8.3659,3.8752,0.001789,0.023643,-0.008468,-0.6472,0.34147,0.073194,-3.546,9.0737,-0.93346,-0.00951,0.021187,-0.011744,0.73087,-0.25169,-0.034441,-2.815,-9.1043,2.6382,-0.003907,-0.006673,-0.004384,0.73908,0.3023,-0.058085,sit,2286
8.1308,1.0794,5.3996,0.045403,0.11279,0.005295,-0.78778,-0.070355,0.14978,0.70835,5.6345,7.9567,0.030944,0.014142,-0.007518,-0.57431,-0.55925,-0.21532,3.4096,-8.3561,3.8579,-0.01807,0.005606,0.00384,-0.6469,0.34186,0.071691,-3.5461,9.0812,-0.94097,0.008285,0.007959,-0.013598,0.73065,-0.25313,-0.037073,-2.8225,-9.0893,2.6307,-0.001886,0.000212,-0.018812,0.74049,0.30058,-0.055489,sit,2287
8.1007,1.0645,5.4814,0.03992,0.09475,-0.007402,-0.78875,-0.068331,0.14679,0.7423,5.717,7.933,0.01655,0.0089,-0.004744,-0.57404,-0.55945,-0.21284,3.4244,-8.429,3.8399,-0.012549,0.003645,-0.003226,-0.64738,0.34213,0.072161,-3.546,9.0662,-0.93345,0.007248,-0.000838,-0.007486,0.72988,-0.25242,-0.035273,-2.8599,-9.0742,2.6375,0.005156,-0.00489,-0.007088,0.73871,0.30136,-0.05609,sit,2288
8.011,1.0502,5.5477,-0.000105,0.06462,-0.001862,-0.79002,-0.067765,0.14539,0.71291,5.6953,7.9133,0.027234,0.012509,0.005849,-0.57361,-0.55927,-0.2145,3.434,-8.3951,3.8492,0.001655,-0.005244,0.000311,-0.64913,0.34297,0.072298,-3.5468,9.0506,-0.94065,-0.008039,0.007002,-0.001153,0.73176,-0.25117,-0.033109,-2.8225,-9.0743,2.6232,-0.014547,0.007409,-0.015115,0.73968,0.30243,-0.05714,sit,2289
8.0109,1.0353,5.5551,0.010681,0.042942,-0.00905,-0.78911,-0.067765,0.14503,0.71305,5.6927,7.9473,0.007762,0.006955,-0.025141,-0.57033,-0.55857,-0.21122,3.4048,-8.3804,3.8583,0.017005,-0.006243,-0.008512,-0.64723,0.34161,0.072686,-3.5617,9.0655,-0.92597,0.000777,0.013163,0.002425,0.72928,-0.25177,-0.036638,-2.8226,-9.1117,2.6231,-0.008271,-0.006908,-0.015225,0.74029,0.30113,-0.058157,sit,2290
8.0407,1.0203,5.5403,0.010628,0.035832,-0.004458,-0.78917,-0.068378,0.14382,0.70838,5.6538,7.9787,0.012976,0.003535,-0.010091,-0.57042,-0.55672,-0.21256,3.3974,-8.3658,3.8604,0.005688,0.003304,-0.022638,-0.64776,0.34163,0.072156,-3.5469,9.088,-0.92569,0.011446,0.017544,0.00246,0.72959,-0.25004,-0.035052,-2.7926,-9.1043,2.6012,-0.006385,0.005584,-0.017873,0.73941,0.30033,-0.05764,sit,2291
8.0412,1.0504,5.4211,0.028862,0.06083,1.50E-05,-0.78914,-0.068522,0.14436,0.63482,5.6709,7.954,0.020096,0.007118,-0.002139,-0.57232,-0.55959,-0.21222,3.395,-8.3755,3.8629,-0.003557,-0.003638,-0.006767,-0.64716,0.34123,0.071444,-3.5095,9.0657,-0.93992,0.002483,0.013137,0.005952,0.72872,-0.2529,-0.037187,-2.7551,-9.0521,2.5796,-0.014662,0.012991,-0.004256,0.73937,0.30112,-0.058054,sit,2292
8.011,1.0207,5.5102,-0.014479,0.075277,-0.016522,-0.7893,-0.067797,0.1414,0.63003,5.6635,7.9758,0.021816,-0.009735,-0.008469,-0.5715,-0.55876,-0.21375,3.3486,-8.3121,3.866,4.10E-05,0.020878,-0.010252,-0.64718,0.34175,0.071051,-3.4871,9.0659,-0.96949,-0.00072,0.013119,-0.009933,0.72933,-0.25297,-0.035714,-2.7476,-9.0895,2.5946,-0.017509,0.007784,0.00476,0.7388,0.30215,-0.0565,sit,2293
7.9367,1.1392,5.6522,0.028936,0.071475,-0.011882,-0.79033,-0.069678,0.13964,0.69119,5.6587,7.9664,0.038867,-0.007107,-0.010364,-0.57277,-0.55892,-0.21316,3.4487,-8.4292,3.8745,-0.030466,0.010825,-0.000576,-0.64744,0.34176,0.070912,-3.502,9.0583,-0.95477,0.000257,-0.000961,-0.015326,0.72899,-0.25138,-0.036784,-2.8225,-9.0892,2.6008,0.010359,-0.002736,0.010082,0.74084,0.2998,-0.056258,sit,2294
7.9661,1.065,5.6445,0.030621,0.048195,-0.009044,-0.79092,-0.06906,0.13599,0.72283,5.7097,7.9571,0.014596,-0.008751,-0.001268,-0.57058,-0.55883,-0.2111,3.3999,-8.4409,3.8741,0.000276,0.005378,-0.015578,-0.6483,0.3412,0.071124,-3.5469,9.0657,-0.95568,-0.003474,-0.012373,-0.008344,0.73026,-0.25193,-0.036198,-2.8225,-9.0743,2.6232,-0.000217,0.011231,-0.00608,0.74011,0.30112,-0.056969,sit,2295
7.9587,1.0651,5.6295,0.003401,0.040359,-0.005401,-0.79032,-0.067681,0.13735,0.70294,5.7463,7.9037,0.021723,-0.00604,0.005801,-0.57032,-0.55819,-0.21097,3.3899,-8.2927,3.8739,-0.00182,-0.003362,-0.001456,-0.64772,0.34336,0.0726,-3.5468,9.0655,-0.92566,-0.002482,0.00787,-0.011731,0.73127,-0.25046,-0.034578,-2.8675,-9.1041,2.6597,-0.012948,0.007721,-0.000623,0.73955,0.30113,-0.059241,sit,2296
7.9812,1.0798,5.6074,-0.001859,0.07172,-0.009189,-0.79082,-0.068531,0.13546,0.70303,5.7123,7.9036,0.018272,-0.001712,-0.004823,-0.57283,-0.56024,-0.21211,3.3998,-8.3996,3.8636,-0.00012,-0.007763,0.003829,-0.64688,0.34269,0.071909,-3.5467,9.0505,-0.92565,-0.011313,0.017562,-0.013432,0.72954,-0.25151,-0.036889,-2.8225,-9.0893,2.6232,-0.007599,-0.002055,0.002895,0.73976,0.30137,-0.056322,sit,2297
7.9889,1.1096,5.5554,0.00821,0.087702,-0.014717,-0.79199,-0.067307,0.13353,0.67389,5.6831,7.9397,0.011079,-0.005253,-0.00479,-0.5709,-0.55816,-0.21204,3.4338,-8.3633,3.8635,-0.014373,-0.001574,0.002072,-0.64785,0.34272,0.072612,-3.5468,9.0655,-0.91066,-0.011616,0.013171,-0.000223,0.73096,-0.25131,-0.035772,-2.7926,-9.0892,2.5714,-0.012798,0.003918,-0.010634,0.73913,0.30203,-0.057548,sit,2298
7.9586,1.087,5.7043,0.000747,0.057475,-0.001826,-0.79044,-0.067687,0.13266,0.65908,5.7267,7.9398,0.004794,-0.008795,-0.006532,-0.57266,-0.56026,-0.21145,3.4046,-8.351,3.8286,-0.009055,0.001262,0.003844,-0.64788,0.34144,0.071893,-3.5466,9.0279,-0.90311,-0.012564,0.007892,0.00238,0.73028,-0.25207,-0.035802,-2.8076,-9.1116,2.5711,-0.005763,0.011432,0.004783,0.73994,0.30086,-0.0575,sit,2299
7.9661,1.0796,5.6968,0.001716,0.075487,0.005394,-0.79217,-0.068443,0.13259,0.6762,5.7074,7.9228,0.002262,-0.003592,-0.018933,-0.57127,-0.55984,-0.21203,3.4046,-8.351,3.8531,-7.10E-05,0.00579,0.00033,-0.64761,0.3422,0.072388,-3.5468,9.0655,-0.91066,0.004523,0.004343,-0.007342,0.7293,-0.25205,-0.036111,-2.8226,-9.1041,2.5933,0.006823,0.005244,0.006526,0.7391,0.30031,-0.056456,sit,2300
7.9141,1.0655,5.6143,0.005287,0.060143,0.001807,-0.79199,-0.06737,0.13099,0.6688,5.7075,7.9082,0.016569,-0.008928,-0.020859,-0.57101,-0.55946,-0.21189,3.3901,-8.4117,3.8637,0.001672,0.01495,0.002107,-0.6476,0.34245,0.072633,-3.5318,9.058,-0.91035,0.010054,-0.004479,-0.017112,0.72933,-0.25069,-0.0348,-2.815,-9.0818,2.6233,-0.002922,0.007616,-0.007005,0.73799,0.30031,-0.057022,sit,2301
7.9512,1.0798,5.6743,0.007103,0.062845,0.001805,-0.79209,-0.067836,0.12911,0.66897,5.7218,7.9617,0.006518,-0.008738,0.000569,-0.57291,-0.56091,-0.21132,3.3461,-8.3507,3.8669,-0.006898,0.009003,-0.014702,-0.64799,0.34247,0.072235,-3.5021,9.0734,-0.96979,-0.005298,0.003453,-0.004705,0.73139,-0.25108,-0.035227,-2.785,-9.0596,2.6239,-0.002992,0.004114,-0.00252,0.73971,0.3019,-0.056864,sit,2302
7.9286,1.0795,5.7861,-0.01312,0.010198,0.007479,-0.7915,-0.065741,0.12778,0.68842,5.6978,7.9107,0.01013,-0.006963,0.000547,-0.57153,-0.55843,-0.21181,3.3803,-8.3994,3.8438,-0.012313,-0.003674,-0.010313,-0.64701,0.34309,0.071765,-3.5394,9.0657,-0.95553,0.007064,0.000817,-0.001192,0.72974,-0.25069,-0.034912,-2.815,-9.0893,2.6233,-0.002913,-0.001402,-0.009778,0.73896,0.30125,-0.058202,sit,2303
